AGE,INCOME,MARRIED,GENDER,CAR_USE,CAR_VALUE,CAR_TYPE,PREV_CLAIMS_AMOUNT,PREV_CLAIMS_COUNT,REVOKED,POINTS,CAR_AGE,TARGET_CLAIM_MADE
36.0,21926.0,1,1,0,7290.0,2,7166.0,2,0,6,1.0,0
48.0,19393.0,0,0,1,8240.0,3,0.0,0,0,1,8.0,0
39.0,69464.0,1,1,0,5400.0,2,7940.0,3,0,4,15.0,1
35.0,95536.0,0,1,0,25840.0,1,0.0,0,0,2,11.0,0
37.0,24672.0,0,0,1,11250.0,3,565.0,3,0,1,10.0,0
40.0,66788.0,1,1,0,8180.0,2,0.0,0,0,1,12.0,0
43.0,94641.0,1,0,1,21400.0,3,11095.0,1,0,0,19.0,0
42.0,20586.0,1,0,1,7760.0,3,0.0,0,0,0,1.0,1
47.0,64759.0,0,0,1,15970.0,3,0.0,0,1,2,13.0,0
49.0,99100.0,1,0,1,26650.0,0,0.0,0,0,0,15.0,0
40.0,0.0,0,0,1,17840.0,3,0.0,0,0,3,18.0,0
53.0,0.0,0,0,1,14340.0,3,0.0,0,0,0,10.0,0
45.0,40368.0,1,0,1,10040.0,4,0.0,0,0,1,8.0,0
42.0,102313.0,1,1,1,15930.0,0,0.0,0,0,0,17.0,0
48.0,37886.0,1,1,1,28200.0,0,1686.0,2,0,0,1.0,0
52.0,77113.0,0,1,0,25370.0,1,3176.0,1,0,1,5.0,0
49.0,33303.0,1,0,0,21100.0,0,0.0,0,1,3,7.0,0
51.0,48263.0,1,0,1,24450.0,0,0.0,0,0,0,10.0,0
51.0,12524.0,1,1,1,2750.0,0,0.0,0,1,1,1.0,0
46.0,74607.0,1,0,0,13930.0,3,0.0,0,0,0,7.0,0
44.0,35574.0,0,1,0,6980.0,2,0.0,0,1,0,15.0,0
43.0,85358.0,1,1,1,25160.0,0,0.0,0,0,0,1.0,0
41.0,35203.0,0,1,1,13140.0,0,2988.0,2,0,0,5.0,0
39.0,28830.0,0,1,0,18930.0,5,0.0,0,1,5,1.0,1
45.0,75527.0,0,0,1,11240.0,3,2611.0,2,0,1,5.0,0
55.0,60745.0,1,1,1,15320.0,0,0.0,0,0,0,14.0,0
23.0,11666.0,1,0,1,5080.0,4,0.0,0,0,4,1.0,1
48.0,15506.0,1,1,1,15590.0,0,0.0,0,0,2,18.0,0
48.0,38329.0,0,0,1,22400.0,0,0.0,0,0,3,12.0,0
50.0,62626.0,0,0,0,13790.0,3,0.0,0,0,1,10.0,0
63.0,52613.0,1,0,1,13060.0,4,7649.0,1,0,0,7.0,0
40.0,93249.0,0,0,1,27270.0,0,0.0,0,0,0,14.0,0
45.0,49116.0,0,0,1,18510.0,3,0.0,0,0,0,1.0,0
53.0,107636.0,1,1,1,26870.0,0,0.0,0,0,0,1.0,0
40.0,17107.0,0,0,1,22940.0,2,7247.0,2,0,4,6.0,0
52.0,140534.0,0,1,0,21620.0,5,0.0,0,0,0,7.0,1
47.0,39837.0,1,1,1,10940.0,2,0.0,0,0,0,1.0,0
47.0,61407.0,0,0,1,10830.0,3,0.0,0,0,2,5.0,0
31.0,48317.0,1,0,1,1500.0,4,26686.0,1,1,1,1.0,1
48.0,198719.0,1,0,0,39720.0,1,0.0,0,0,1,13.0,0
40.0,0.0,0,0,1,5260.0,4,0.0,0,0,0,1.0,1
55.0,62781.0,1,0,1,17140.0,0,0.0,0,0,2,15.0,0
37.0,30058.0,0,0,1,18980.0,3,7890.0,1,0,2,6.0,0
58.0,71101.0,1,1,1,14160.0,0,43052.0,2,1,6,5.0,1
54.0,46624.0,0,1,1,18990.0,5,0.0,0,0,0,13.0,1
48.0,133282.0,0,1,0,7540.0,2,0.0,0,0,2,19.0,0
34.0,0.0,0,1,1,9220.0,2,7575.0,2,0,3,5.0,0
31.0,24323.0,1,0,1,16830.0,2,3846.0,1,0,5,1.0,0
46.0,82398.0,1,1,1,15890.0,0,0.0,0,0,3,15.0,0
37.0,95502.0,0,0,1,37180.0,4,1681.0,1,0,0,11.0,1
37.0,45426.0,1,0,1,9740.0,3,5030.0,3,0,4,1.0,0
49.0,33303.0,1,0,0,19940.0,3,5393.0,2,0,0,7.0,0
29.0,54310.0,0,1,1,1500.0,0,5419.0,1,0,5,6.0,1
43.0,57821.0,1,1,1,11580.0,2,0.0,0,0,1,9.0,0
54.0,63027.0,0,1,1,7650.0,2,6927.0,2,0,0,15.0,1
37.0,4319.0,1,1,1,9960.0,0,0.0,0,0,3,1.0,1
47.0,31096.0,1,1,1,27760.0,0,0.0,0,0,1,4.0,0
39.0,152271.0,0,1,0,16730.0,5,0.0,0,1,1,18.0,0
39.0,24628.0,1,0,0,18810.0,3,2415.0,1,0,3,10.0,1
53.0,116419.0,0,1,0,27300.0,1,1404.0,2,0,4,12.0,0
29.0,45114.0,1,1,1,8780.0,2,0.0,0,0,0,1.0,0
39.0,22348.0,0,0,1,13150.0,3,5484.0,1,0,0,1.0,1
44.0,83682.0,1,0,0,15310.0,2,3655.0,1,0,0,13.0,0
50.0,64934.0,1,1,0,27460.0,1,1678.0,2,0,3,6.0,0
36.0,67036.0,1,1,0,23050.0,1,3777.0,3,0,1,19.0,0
45.0,73867.0,1,0,1,14060.0,3,1300.0,2,0,6,10.0,0
58.0,6657.0,1,1,0,4790.0,2,37285.0,3,1,4,7.0,1
35.0,72167.0,0,1,1,19700.0,5,7276.0,2,0,7,13.0,1
46.0,130464.0,0,0,1,24180.0,3,11728.0,2,0,4,1.0,0
54.0,144348.0,1,1,0,27810.0,1,0.0,0,0,1,14.0,0
52.0,605.0,0,0,1,19420.0,0,0.0,0,0,0,5.0,0
26.0,73655.0,0,0,0,9150.0,3,7303.0,2,0,5,7.0,1
29.0,36324.0,0,1,0,8030.0,2,0.0,0,0,0,9.0,0
47.0,14632.0,1,0,0,7590.0,0,2988.0,1,0,2,14.0,0
39.0,24492.0,0,0,1,8710.0,3,0.0,0,0,2,8.0,0
45.0,64665.0,1,1,0,20970.0,5,0.0,0,0,0,1.0,0
38.0,58833.0,1,1,0,20750.0,0,8403.0,1,0,6,10.0,1
51.0,35024.0,1,0,1,5000.0,3,0.0,0,0,0,6.0,0
36.0,16950.0,0,1,1,12190.0,2,0.0,0,0,1,4.0,0
30.0,10678.0,0,1,0,11700.0,2,7228.0,1,0,8,7.0,1
44.0,57267.0,1,1,0,11630.0,2,0.0,0,0,0,1.0,0
24.0,13003.0,1,0,1,1500.0,3,3230.0,2,0,4,1.0,1
29.0,15936.0,1,0,1,29510.0,2,6111.0,2,0,0,1.0,0
38.0,145073.0,1,1,0,19810.0,5,0.0,0,0,0,12.0,1
49.0,70590.0,1,1,1,17640.0,0,0.0,0,0,3,13.0,0
32.0,21400.0,0,0,1,14790.0,0,6373.0,1,0,5,1.0,1
29.0,45299.0,1,0,0,21330.0,3,0.0,0,0,0,1.0,0
50.0,126896.0,1,1,1,1500.0,0,0.0,0,0,2,16.0,0
22.0,5442.0,1,1,0,3800.0,0,30922.0,2,1,6,1.0,1
38.0,53532.0,0,0,1,10650.0,4,6697.0,3,0,4,4.0,1
42.0,82608.0,0,1,0,20730.0,5,0.0,0,0,2,1.0,1
49.0,13148.0,0,1,1,12540.0,0,0.0,0,0,5,8.0,1
27.0,37130.0,0,0,1,7910.0,3,2616.0,4,0,1,1.0,1
62.0,11668.0,0,1,1,8870.0,3,0.0,0,0,0,3.0,0
45.0,5306.0,1,0,1,12990.0,3,0.0,0,0,0,1.0,0
44.0,45152.0,1,1,1,9180.0,0,18289.0,2,0,6,1.0,0
48.0,49711.0,0,0,1,11270.0,3,0.0,0,0,0,7.0,0
30.0,26226.0,1,0,1,4120.0,4,5833.0,1,0,0,1.0,0
38.0,149453.0,1,1,0,20250.0,5,5040.0,1,0,0,6.0,0
38.0,30735.0,1,0,1,8370.0,3,0.0,0,0,2,4.0,0
36.0,36990.0,0,0,1,5100.0,3,0.0,0,0,0,1.0,0
41.0,55138.0,0,0,0,16880.0,3,0.0,0,1,0,13.0,1
52.0,23406.0,0,1,1,6960.0,2,0.0,0,0,0,8.0,0
45.0,212914.0,0,1,1,14830.0,0,25614.0,2,1,4,20.0,0
57.0,114830.0,0,1,0,26900.0,1,28321.0,2,0,0,13.0,1
42.0,82660.0,0,0,1,9770.0,3,0.0,0,0,0,19.0,0
46.0,125379.0,1,1,1,18640.0,5,0.0,0,0,2,17.0,0
65.0,0.0,1,0,1,8000.0,4,37129.0,2,1,0,6.0,1
59.0,137279.0,1,0,1,16430.0,3,9849.0,3,0,3,19.0,0
32.0,52102.0,1,0,1,10750.0,3,7476.0,3,0,2,1.0,0
35.0,15234.0,1,0,1,6520.0,4,7535.0,2,0,5,4.0,0
47.0,57607.0,0,1,0,12970.0,0,8917.0,1,1,5,1.0,1
35.0,0.0,1,1,0,1500.0,0,7160.0,3,0,0,1.0,0
34.0,31052.0,1,0,1,13700.0,3,0.0,0,0,2,7.0,1
50.0,0.0,1,0,0,6500.0,3,9098.0,1,0,2,7.0,0
51.0,65979.0,1,1,1,19990.0,5,0.0,0,0,0,1.0,1
45.0,79941.0,1,0,1,20720.0,2,1826.0,3,0,0,15.0,0
41.0,0.0,1,0,0,12830.0,3,0.0,0,0,0,5.0,0
51.0,76916.0,1,0,1,21080.0,3,0.0,0,0,0,5.0,0
43.0,39140.0,1,0,1,26470.0,2,0.0,0,0,0,1.0,0
36.0,39400.0,1,0,1,5100.0,3,0.0,0,0,0,1.0,1
37.0,0.0,1,0,1,7070.0,4,982.0,3,0,1,6.0,1
44.0,0.0,1,0,1,1500.0,3,0.0,0,0,1,8.0,0
53.0,117854.0,0,1,1,6800.0,2,0.0,0,0,0,1.0,0
47.0,0.0,1,0,0,23060.0,2,8752.0,3,0,0,18.0,1
57.0,41645.0,1,1,0,7200.0,2,5040.0,2,0,0,5.0,1
54.0,77864.0,1,1,0,26930.0,0,0.0,0,0,0,13.0,0
46.0,37360.0,0,0,1,22770.0,0,0.0,0,0,1,16.0,0
37.0,102604.0,1,1,0,21620.0,5,5222.0,1,0,2,1.0,1
56.0,118666.0,1,1,0,15390.0,0,0.0,0,0,0,9.0,0
65.0,22481.0,1,0,1,11340.0,4,33075.0,1,1,0,1.0,1
53.0,12336.0,0,0,1,25950.0,0,2367.0,1,0,5,10.0,0
26.0,50402.0,1,0,1,9140.0,4,7567.0,1,0,0,1.0,0
52.0,64531.0,0,1,0,6700.0,2,5524.0,2,0,2,16.0,1
50.0,17557.0,1,0,1,9540.0,3,0.0,0,0,0,9.0,0
44.0,62346.0,0,1,1,5900.0,2,0.0,0,1,0,18.0,0
52.0,81849.0,1,0,0,6700.0,3,4235.0,3,0,6,1.0,1
37.0,89343.0,0,0,1,14130.0,4,6265.0,2,0,0,8.0,1
43.0,63612.0,1,1,1,12160.0,0,0.0,0,0,1,1.0,0
47.0,63752.0,0,0,1,9550.0,0,0.0,0,0,0,1.0,0
41.0,17996.0,0,0,1,5600.0,3,1391.0,1,0,1,6.0,0
51.0,102410.0,0,1,1,14620.0,0,0.0,0,0,0,14.0,0
39.0,70673.0,1,1,0,17900.0,5,0.0,0,0,0,9.0,0
48.0,0.0,0,0,1,8640.0,3,0.0,0,0,4,1.0,0
34.0,55229.0,1,0,0,8390.0,3,0.0,0,0,0,6.0,0
58.0,77886.0,1,1,0,42010.0,1,6138.0,1,0,8,8.0,0
34.0,59972.0,0,1,0,23040.0,1,0.0,0,0,3,7.0,1
43.0,39273.0,0,1,0,21660.0,5,0.0,0,0,0,1.0,0
37.0,114636.0,1,0,1,33240.0,3,0.0,0,0,2,12.0,0
41.0,27907.0,0,0,1,8390.0,4,0.0,0,0,4,6.0,0
62.0,54776.0,1,0,1,15770.0,4,11035.0,1,0,6,14.0,0
40.0,12339.0,1,1,0,22310.0,5,3816.0,3,0,5,15.0,1
46.0,19814.0,1,1,1,7310.0,2,0.0,0,0,0,1.0,0
43.0,97610.0,1,0,1,21720.0,2,0.0,0,0,1,15.0,0
42.0,22019.0,1,1,0,12100.0,0,1738.0,1,0,0,9.0,0
41.0,79648.0,0,0,1,25990.0,0,0.0,0,1,3,14.0,0
38.0,0.0,1,0,1,5850.0,3,5090.0,1,0,6,8.0,1
47.0,69616.0,1,1,0,10510.0,0,0.0,0,0,0,13.0,0
29.0,26413.0,1,0,0,16200.0,2,0.0,0,0,1,1.0,1
38.0,31615.0,1,1,1,5400.0,2,4843.0,3,0,0,1.0,0
62.0,34033.0,0,1,0,11100.0,4,4821.0,3,0,7,1.0,1
47.0,0.0,0,1,0,12030.0,0,0.0,0,0,0,14.0,0
28.0,23427.0,1,0,1,6640.0,3,17308.0,3,1,6,1.0,1
44.0,155897.0,0,0,1,33800.0,0,0.0,0,0,1,12.0,0
30.0,134792.0,0,0,0,23560.0,2,0.0,0,0,3,9.0,0
37.0,17589.0,1,0,1,9370.0,3,0.0,0,0,0,1.0,0
57.0,68350.0,1,1,0,18700.0,5,2757.0,1,0,1,11.0,0
49.0,4542.0,1,0,1,6850.0,3,0.0,0,0,0,5.0,0
53.0,70494.0,1,1,1,13850.0,0,0.0,0,0,3,15.0,0
35.0,0.0,1,0,1,11630.0,3,9624.0,2,0,6,1.0,1
45.0,39196.0,0,0,1,17300.0,4,7410.0,3,0,3,1.0,0
40.0,96169.0,1,0,1,17170.0,0,0.0,0,0,2,8.0,0
41.0,38819.0,1,1,0,27910.0,1,4858.0,2,0,0,1.0,0
50.0,176680.0,1,1,0,35190.0,1,0.0,0,0,0,15.0,0
45.0,20850.0,1,0,0,17920.0,3,0.0,0,0,1,1.0,0
57.0,55119.0,1,1,1,12710.0,0,0.0,0,0,2,14.0,0
52.0,27616.0,1,1,1,9460.0,0,0.0,0,0,0,10.0,0
40.0,44138.0,0,1,0,22590.0,1,1799.0,4,0,2,1.0,0
54.0,155634.0,1,1,0,26200.0,1,0.0,0,0,0,11.0,0
45.0,38290.0,1,1,0,9830.0,2,1434.0,2,0,0,8.0,0
32.0,38500.0,0,0,1,8550.0,3,0.0,0,0,0,1.0,0
42.0,46751.0,1,0,1,22040.0,0,0.0,0,0,0,14.0,0
33.0,0.0,0,0,1,7810.0,4,31379.0,5,1,5,6.0,1
49.0,169708.0,0,1,0,32530.0,1,0.0,0,0,0,10.0,0
41.0,49208.0,1,1,1,21910.0,0,0.0,0,0,0,8.0,0
52.0,54545.0,0,0,1,17930.0,4,4037.0,1,0,0,10.0,0
45.0,153565.0,0,0,1,31110.0,3,0.0,0,0,0,13.0,0
48.0,93543.0,1,1,0,38210.0,0,0.0,0,0,2,1.0,0
40.0,16575.0,1,1,1,7160.0,2,0.0,0,0,2,1.0,1
39.0,0.0,1,0,1,15290.0,4,1344.0,4,0,5,12.0,0
53.0,59144.0,1,1,1,14870.0,0,0.0,0,1,0,13.0,0
54.0,103454.0,1,1,1,26420.0,0,5555.0,3,0,4,10.0,0
42.0,77737.0,1,0,1,13470.0,0,0.0,0,0,0,11.0,0
38.0,51996.0,1,1,1,11330.0,2,2721.0,4,0,1,1.0,0
29.0,445.0,0,0,1,16060.0,3,2555.0,3,0,0,13.0,1
42.0,139335.0,0,0,1,3470.0,3,9828.0,1,0,5,14.0,0
46.0,131260.0,0,1,1,19230.0,0,0.0,0,0,0,20.0,0
46.0,45372.0,1,1,0,22790.0,1,0.0,0,0,0,1.0,0
29.0,17120.0,0,1,1,6970.0,2,26023.0,1,1,4,1.0,0
47.0,62048.0,0,1,1,12400.0,0,19899.0,1,0,5,1.0,0
49.0,0.0,0,0,1,6400.0,4,0.0,0,0,1,8.0,0
35.0,67298.0,1,0,0,15860.0,2,0.0,0,0,1,10.0,0
50.0,40447.0,1,1,0,5540.0,2,0.0,0,0,0,1.0,0
44.0,68081.0,0,0,1,25040.0,4,47837.0,1,1,6,18.0,0
40.0,114853.0,1,0,1,11970.0,3,0.0,0,0,2,7.0,0
36.0,39376.0,1,0,1,9040.0,4,4905.0,1,0,4,5.0,0
50.0,50710.0,1,1,1,11570.0,2,11653.0,3,0,1,9.0,0
42.0,51608.0,1,0,1,10860.0,3,7497.0,1,0,5,1.0,1
52.0,77351.0,1,1,0,6700.0,2,5984.0,2,0,6,16.0,1
43.0,0.0,0,1,0,8030.0,2,0.0,0,0,0,1.0,0
41.0,18523.0,0,0,1,9400.0,3,9642.0,3,0,2,5.0,1
41.0,2346.0,0,0,1,5830.0,4,8521.0,2,0,0,6.0,0
49.0,52485.0,0,1,1,19830.0,5,0.0,0,0,3,18.0,1
54.0,71530.0,0,0,1,23870.0,3,5971.0,5,0,0,13.0,0
46.0,53694.0,1,0,0,11530.0,4,0.0,0,0,2,1.0,0
31.0,65651.0,1,1,0,17760.0,5,29471.0,2,1,0,18.0,1
42.0,0.0,1,1,0,5700.0,2,0.0,0,0,5,1.0,1
63.0,0.0,1,0,1,10440.0,4,2482.0,2,0,0,15.0,0
54.0,81524.0,0,1,1,10650.0,2,0.0,0,1,0,15.0,1
50.0,126172.0,0,1,1,14120.0,0,0.0,0,0,0,1.0,0
43.0,0.0,1,0,1,5800.0,4,4959.0,1,0,3,6.0,1
42.0,63994.0,1,1,0,18750.0,5,0.0,0,0,4,1.0,0
33.0,46780.0,1,1,0,9480.0,2,6937.0,2,0,5,1.0,1
56.0,38924.0,1,0,1,5390.0,4,0.0,0,0,1,16.0,1
53.0,90887.0,0,1,0,18240.0,5,0.0,0,0,0,12.0,0
43.0,124814.0,0,1,0,31140.0,1,0.0,0,0,0,7.0,0
40.0,89448.0,0,0,0,14920.0,3,0.0,0,0,0,7.0,0
42.0,82981.0,1,1,1,14560.0,0,0.0,0,0,0,5.0,0
43.0,65779.0,1,0,1,14850.0,3,35737.0,3,1,4,17.0,1
36.0,0.0,1,1,1,12370.0,0,3373.0,2,0,1,1.0,1
33.0,9530.0,1,0,1,10270.0,3,1108.0,3,0,5,9.0,0
53.0,79183.0,1,0,1,16610.0,3,0.0,0,0,0,7.0,0
43.0,13349.0,1,1,0,9470.0,2,0.0,0,0,3,6.0,1
54.0,221413.0,1,1,1,35760.0,0,0.0,0,0,0,17.0,0
41.0,74400.0,1,0,1,13250.0,4,0.0,0,0,0,17.0,0
33.0,12921.0,0,0,1,4900.0,3,0.0,0,0,0,6.0,0
38.0,43036.0,0,1,0,9600.0,2,4111.0,1,0,0,4.0,1
48.0,80756.0,1,0,0,17640.0,2,0.0,0,0,0,1.0,0
41.0,103948.0,1,1,0,15990.0,0,0.0,0,0,1,12.0,0
37.0,17197.0,0,0,1,6630.0,3,8296.0,1,0,6,1.0,0
53.0,0.0,0,0,1,12380.0,0,29865.0,2,0,0,12.0,1
44.0,18612.0,0,1,1,21160.0,5,0.0,0,0,1,12.0,0
44.0,124829.0,0,0,1,23030.0,3,3441.0,1,0,0,16.0,0
70.0,62304.0,1,0,1,24710.0,4,4346.0,4,0,5,1.0,0
36.0,19934.0,0,1,1,10790.0,2,7797.0,2,0,9,1.0,0
52.0,3079.0,0,0,1,8930.0,4,0.0,0,0,0,1.0,0
38.0,32447.0,1,1,0,13170.0,0,0.0,0,0,0,6.0,0
37.0,0.0,1,0,1,7510.0,3,7421.0,2,0,0,7.0,0
43.0,0.0,1,1,0,7770.0,2,32562.0,1,0,6,5.0,1
42.0,84798.0,1,0,0,25860.0,0,0.0,0,0,0,1.0,0
40.0,2970.0,1,1,1,17710.0,0,0.0,0,0,5,8.0,1
61.0,41801.0,1,0,0,19030.0,4,8377.0,2,0,6,7.0,1
59.0,50245.0,0,1,1,12420.0,0,0.0,0,0,0,5.0,0
31.0,90392.0,1,0,1,16910.0,3,0.0,0,0,0,12.0,0
24.0,20220.0,1,0,0,17850.0,4,27872.0,2,1,9,1.0,1
38.0,20449.0,1,1,1,16580.0,5,0.0,0,0,1,1.0,0
61.0,28390.0,1,1,0,14350.0,3,0.0,0,0,2,11.0,1
32.0,77949.0,1,1,1,12180.0,2,0.0,0,0,1,11.0,0
38.0,30886.0,0,1,0,8390.0,2,9267.0,3,0,2,6.0,0
40.0,0.0,0,0,1,21340.0,0,0.0,0,0,1,1.0,1
53.0,107394.0,1,0,0,26400.0,3,0.0,0,0,2,1.0,0
45.0,76115.0,1,1,0,13610.0,0,0.0,0,0,3,1.0,0
48.0,132284.0,1,1,0,20590.0,5,1327.0,2,0,3,13.0,0
39.0,59402.0,1,0,1,18960.0,0,3182.0,1,0,2,15.0,0
28.0,57417.0,0,0,0,15640.0,3,7628.0,2,0,0,8.0,1
45.0,55239.0,0,1,1,15700.0,0,0.0,0,0,3,17.0,0
51.0,66296.0,1,1,0,29990.0,1,0.0,0,0,2,1.0,0
67.0,45368.0,1,1,1,17760.0,3,0.0,0,1,0,13.0,1
36.0,15493.0,1,1,1,17960.0,0,1038.0,2,0,1,6.0,0
60.0,8250.0,1,1,0,8330.0,0,3730.0,1,0,2,1.0,1
50.0,32310.0,0,1,0,33150.0,1,0.0,0,0,0,8.0,0
34.0,114901.0,1,0,1,19940.0,2,0.0,0,0,0,19.0,0
36.0,62419.0,1,1,1,16850.0,0,0.0,0,0,0,10.0,0
22.0,0.0,0,0,1,13520.0,3,28386.0,2,1,2,1.0,1
33.0,6607.0,1,1,0,26940.0,1,11963.0,4,0,2,1.0,0
35.0,51996.0,0,1,1,10200.0,2,41621.0,2,1,5,8.0,0
39.0,39619.0,1,0,0,9360.0,4,1218.0,2,0,3,10.0,1
37.0,32397.0,1,0,0,12740.0,3,0.0,0,0,0,1.0,0
50.0,57669.0,1,0,1,14510.0,4,0.0,0,0,0,11.0,0
57.0,0.0,1,0,0,23490.0,2,0.0,0,0,2,8.0,0
48.0,49551.0,1,0,1,16310.0,3,0.0,0,0,0,1.0,0
52.0,83901.0,0,1,0,23650.0,1,0.0,0,0,5,9.0,1
40.0,44431.0,1,0,1,12460.0,3,0.0,0,0,1,6.0,1
41.0,89968.0,1,1,0,14600.0,0,0.0,0,0,0,11.0,0
36.0,44977.0,1,1,0,14780.0,0,0.0,0,0,0,1.0,0
39.0,71345.0,1,0,0,29690.0,2,0.0,0,0,0,12.0,0
35.0,0.0,1,0,1,16870.0,3,11353.0,1,0,2,1.0,0
45.0,207123.0,0,0,1,27520.0,2,0.0,0,0,0,5.0,0
50.0,36622.0,0,1,1,22210.0,0,0.0,0,0,0,8.0,0
25.0,64122.0,1,1,1,15740.0,0,28366.0,2,1,0,20.0,0
38.0,73664.0,0,0,0,13950.0,3,0.0,0,0,1,13.0,0
36.0,68284.0,1,0,1,8330.0,3,4891.0,1,0,0,10.0,0
42.0,66183.0,1,0,1,5700.0,4,4761.0,3,0,1,9.0,0
43.0,190991.0,1,1,0,20600.0,5,0.0,0,0,2,18.0,0
46.0,64800.0,1,1,1,12580.0,0,0.0,0,0,2,11.0,0
36.0,20926.0,1,1,0,8390.0,2,1429.0,3,0,0,1.0,1
34.0,109200.0,1,1,1,17840.0,5,0.0,0,0,0,1.0,0
33.0,19296.0,1,0,1,12350.0,3,4931.0,2,0,4,1.0,0
39.0,35366.0,1,0,1,1500.0,4,0.0,0,0,0,9.0,0
48.0,103751.0,1,0,1,27950.0,0,0.0,0,0,3,13.0,0
41.0,98960.0,0,1,0,11400.0,2,0.0,0,0,0,13.0,0
51.0,103029.0,0,1,1,16900.0,5,37667.0,2,1,1,13.0,0
38.0,99207.0,1,1,1,17240.0,0,0.0,0,1,0,16.0,0
51.0,54197.0,1,1,1,11720.0,2,0.0,0,1,3,13.0,0
42.0,58008.0,1,1,0,18610.0,0,0.0,0,1,0,1.0,1
47.0,101231.0,0,0,1,16320.0,3,13518.0,1,0,4,11.0,0
42.0,0.0,1,0,1,5700.0,3,0.0,0,0,0,1.0,0
61.0,65775.0,1,1,1,28170.0,4,0.0,0,1,4,18.0,1
48.0,58039.0,1,1,0,6640.0,2,0.0,0,0,2,15.0,0
37.0,27606.0,0,1,1,8280.0,2,7278.0,1,0,0,1.0,0
48.0,53878.0,1,0,1,11690.0,4,26114.0,3,1,7,1.0,1
44.0,82068.0,1,0,0,8980.0,3,4423.0,2,0,0,12.0,1
38.0,62756.0,0,0,1,13790.0,3,11836.0,3,0,5,18.0,0
34.0,9573.0,1,1,0,3270.0,0,0.0,0,1,1,13.0,0
53.0,43802.0,0,1,0,12870.0,0,0.0,0,0,1,17.0,0
43.0,31428.0,0,1,1,5800.0,2,0.0,0,0,4,1.0,0
35.0,70274.0,0,1,0,12030.0,2,29205.0,3,1,0,13.0,1
38.0,21119.0,0,1,0,12180.0,2,3252.0,3,0,4,4.0,1
33.0,45680.0,0,0,1,19040.0,3,0.0,0,0,0,8.0,0
38.0,73677.0,0,0,0,20610.0,0,0.0,0,0,0,10.0,0
60.0,104827.0,0,1,1,18420.0,5,0.0,0,0,0,20.0,0
28.0,107827.0,0,0,1,15080.0,3,0.0,0,0,0,16.0,0
59.0,131919.0,1,0,0,1500.0,4,9343.0,2,0,0,6.0,0
40.0,2289.0,0,0,1,5730.0,3,0.0,0,1,2,1.0,1
41.0,95166.0,0,1,1,26890.0,0,0.0,0,0,0,8.0,0
58.0,98263.0,1,0,1,31700.0,5,38683.0,1,1,7,21.0,0
28.0,1754.0,0,1,0,5810.0,2,10118.0,2,0,0,1.0,0
39.0,33915.0,1,0,0,15010.0,3,0.0,0,0,1,1.0,0
58.0,123288.0,0,0,1,7000.0,3,50111.0,4,1,1,17.0,1
34.0,76847.0,0,1,1,15870.0,0,0.0,0,0,2,8.0,1
47.0,31456.0,0,0,1,1500.0,3,3278.0,1,0,3,1.0,1
44.0,83339.0,1,0,1,15460.0,3,0.0,0,0,1,12.0,0
57.0,101399.0,0,1,1,14350.0,0,6739.0,3,0,0,14.0,0
48.0,62681.0,1,0,1,11920.0,3,0.0,0,0,1,1.0,0
39.0,16851.0,1,1,0,5400.0,2,0.0,0,0,1,1.0,0
59.0,44966.0,1,0,1,11900.0,0,6606.0,1,0,2,12.0,0
43.0,85494.0,0,1,0,15180.0,0,0.0,0,0,0,11.0,0
51.0,57775.0,1,1,0,7780.0,2,0.0,0,0,1,11.0,0
53.0,222372.0,0,0,1,37140.0,4,0.0,0,0,0,7.0,0
47.0,25871.0,1,0,0,15330.0,3,0.0,0,1,6,9.0,1
50.0,15989.0,1,1,1,11390.0,2,0.0,0,0,0,5.0,0
48.0,92111.0,1,1,1,13190.0,0,0.0,0,0,0,14.0,0
39.0,32966.0,0,1,0,7750.0,0,0.0,0,0,0,1.0,0
47.0,31957.0,1,1,1,9400.0,0,0.0,0,1,0,6.0,0
44.0,27039.0,0,0,1,11270.0,3,2189.0,2,0,5,7.0,1
31.0,104421.0,0,1,0,21070.0,0,0.0,0,0,0,11.0,0
36.0,110873.0,0,1,0,24730.0,1,0.0,0,0,0,7.0,1
31.0,93540.0,1,0,0,13950.0,3,1150.0,2,0,3,8.0,0
44.0,0.0,1,1,0,17700.0,5,0.0,0,0,0,12.0,0
48.0,105567.0,0,1,1,15660.0,0,9837.0,3,0,9,8.0,0
39.0,92000.0,1,1,1,14600.0,0,6627.0,3,0,2,1.0,1
35.0,82082.0,1,1,1,15280.0,0,21014.0,2,1,6,12.0,0
33.0,23514.0,1,0,1,7920.0,3,0.0,0,0,0,7.0,0
40.0,41477.0,0,0,1,16710.0,0,0.0,0,0,0,1.0,0
52.0,74422.0,1,0,0,22490.0,2,0.0,0,0,0,7.0,0
41.0,37282.0,0,0,1,9330.0,3,7037.0,2,0,5,14.0,0
39.0,31138.0,1,0,1,9830.0,3,4582.0,2,0,5,1.0,1
37.0,106784.0,1,0,1,12410.0,3,0.0,0,0,0,14.0,0
38.0,13337.0,0,0,1,6920.0,3,0.0,0,0,0,1.0,1
43.0,128223.0,0,1,0,21890.0,5,0.0,0,0,0,15.0,0
35.0,75165.0,1,0,1,11290.0,4,0.0,0,0,1,14.0,1
41.0,46294.0,0,1,0,11960.0,2,5759.0,2,0,2,8.0,0
